Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	partition_rate[1]	partition_rate[2]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	tree_length
7740	-1162.78	-1289.138	126.3586	0.00806881	0.00270742	0.000596781	0.00272799	0.00235333	0.00161341	0.0037262	0.00714042	0.000121924	0.0139204	0.000344653	0.000251186	0.00138429	0.00187413	0.00579168	0.00086061	0.00174309	0.00218871	0.0082012	0.000620843	0.00128113	0.00185888	0.00530064	0.00142288	2.13081e-05	0.00142958	0.0107517	0.0152844	0.000802862	0.00337214	0.0037223	0.00450812	0.000546632	0.000519967	5.92422e-06	0.0137691	0.0012872	0.001638	0.00462918	0.0023576	0.00328708	0.0103347	0.00569903	0.0137822	0.00692063	0.000435901	0.0582555	0.00294493	0.00428686	0.0132238	0.00140406	0.0189891	0.000670508	0.0459037	0.0020106	0.000938751	0.00663632	0.0160985	0.00275619	0.00399704	0.000334776	0.00735186	0.0157317	0.0141092	0.029841	0.0363098	0.00198165	0.0188947	0.0573503	0.000875169	0.000407675	0.00693911	0.00183843	0.021816	0.000613969	0.0238318	0.00243864	0.936114	1.0364	0.106161	0.334936	0.710881	1.40671	2.98565	9.41963	1.621696	0.5146347	0.0134483	0.00451246	0.000994656	0.00454675	0.0039223	0.00268907	0.00621045	0.0119009	0.00020321	0.0232011	0.000574433	0.000418653	0.00230719	0.00312361	0.00965299	0.00143438	0.0029052	0.00364793	0.0136689	0.00103476	0.00213525	0.0030982	0.00883458	0.00237152	3.55142e-05	0.00238269	0.0179198	0.0254746	0.00133813	0.00562034	0.00620396	0.00751368	0.000911072	0.000866629	9.8739e-06	0.0229489	0.00214537	0.00273006	0.00771545	0.00392942	0.00547857	0.0172249	0.00949857	0.0229708	0.0115346	0.000726517	0.0970945	0.00490831	0.00714492	0.0220401	0.00234015	0.0316491	0.00111754	0.0765077	0.00335106	0.00156462	0.0110608	0.0268314	0.00459374	0.00666187	0.000557971	0.0122533	0.02622	0.0235158	0.049736	0.0605176	0.00330281	0.0314918	0.0955858	0.00145864	0.000679472	0.0115654	0.00306412	0.0363608	0.0010233	0.0397204	0.00406449	0.5999879
7776	-1172.005	-1298.518	126.5132	0.00154063	0.00886033	0.00478524	0.00363676	0.00121733	2.86742e-05	0.000220675	0.0020701	0.000258207	0.0130498	0.000316338	0.00121636	0.00176902	0.00227222	0.0069666	0.000109044	0.0025034	0.000689721	0.000942353	0.000562566	0.00122083	0.0014769	0.000998851	0.0048073	0.00424421	6.67724e-05	0.0162179	0.0106366	0.00517356	0.000658404	0.0045616	0.0044081	0.00261205	0.00223461	1.08014e-05	0.0112405	0.0109632	0.00204819	0.00352078	0.000557664	0.00053238	0.00653096	0.00568347	0.0181579	0.00978379	0.00183118	0.0531194	0.00299549	0.00290657	0.0159264	0.00278429	0.012631	0.00032104	0.0239431	0.00220695	0.00243686	0.0206755	0.00931168	0.00679942	0.00496162	0.000786373	0.00748584	0.00527258	0.00975175	0.0344775	0.0282418	0.0044131	0.0211901	0.0839154	0.00239787	0.000791041	0.00427113	0.00433062	0.0165469	0.000253895	0.0203013	0.00266136	0.874041	1.07177	0.11661	0.350627	0.721108	1.38676	2.85204	8.57558	1.553816	0.4646533	0.00260549	0.0149844	0.00809272	0.00615043	0.00205873	4.84933e-05	0.000373203	0.00350091	0.000436676	0.0220695	0.000534985	0.0020571	0.00299174	0.00384274	0.0117818	0.000184414	0.00423371	0.00116644	0.00159369	0.000951402	0.00206465	0.00249771	0.00168924	0.00813003	0.00717773	0.000112924	0.0274274	0.0179884	0.00874945	0.00111348	0.00771451	0.0074549	0.00441746	0.00377914	1.82671e-05	0.0190098	0.0185409	0.00346386	0.00595429	0.000943113	0.000900352	0.011045	0.0096118	0.0307084	0.0165462	0.00309686	0.0898347	0.00506593	0.00491554	0.0269345	0.00470874	0.0213614	0.000542937	0.0404923	0.00373236	0.00412118	0.0349661	0.0157478	0.0114991	0.00839102	0.0013299	0.0126599	0.0089169	0.016492	0.0583078	0.0477621	0.00746337	0.0358364	0.141916	0.00405525	0.0013378	0.00722327	0.00732388	0.0279838	0.000429382	0.0343332	0.00450084	0.5913018
7812	-1166.088	-1292.354	126.2658	0.00910214	0.0150627	0.00390864	0.0106847	0.00177476	0.000908807	0.00398668	0.00378516	0.0031951	0.0416802	3.15594e-05	0.00581418	0.000168543	0.00458304	0.015587	0.000932083	0.000379119	0.00411102	0.00875014	0.000477292	0.00417946	0.00531908	0.000200473	0.0101788	0.00180893	0.00153326	0.00976199	0.0171282	0.00479473	0.00103224	0.00540196	0.00297796	0.000109855	0.00258022	3.62154e-05	0.00845314	0.0056862	0.00546802	0.00500973	0.00121146	0.00202271	0.00932578	0.00501248	0.0483875	0.0265986	0.000591753	0.105993	0.00221883	0.00216682	0.0308474	0.00690845	0.0567313	0.00346808	0.0772253	0.0341499	0.00890121	0.0268555	0.0412816	0.0195877	0.00977088	0.000519085	0.0317851	0.00140655	0.0333507	0.0430141	0.0397951	0.000302202	0.0607435	0.124877	0.00478862	0.00149164	0.0047813	0.00110362	0.0411931	0.00118557	0.0509361	0.00365241	0.89442	1.06016	0.171541	0.423252	0.764726	1.30766	2.36266	5.82952	1.274724	0.4806948	0.00764394	0.0126496	0.00328246	0.00897293	0.00149044	0.000763213	0.00334799	0.00317876	0.00268323	0.0350029	2.65034e-05	0.00488273	0.000141542	0.00384882	0.0130899	0.000782759	0.000318382	0.00345242	0.00734833	0.000400828	0.00350989	0.00446694	0.000168357	0.00854809	0.00151913	0.00128763	0.00819808	0.0143842	0.00402659	0.000866871	0.00453654	0.00250088	9.22561e-05	0.00216686	3.04135e-05	0.00709892	0.00477524	0.00459202	0.00420715	0.00101738	0.00169866	0.00783176	0.00420946	0.0406356	0.0223374	0.000496951	0.0890126	0.00186336	0.00181969	0.0259055	0.00580169	0.0476428	0.00291248	0.0648535	0.028679	0.0074752	0.0225531	0.0346682	0.0164497	0.00820555	0.000435926	0.026693	0.00118122	0.0280078	0.036123	0.0334198	0.000253788	0.0510122	0.104871	0.00402146	0.00125268	0.00401532	0.000926818	0.0345938	0.000995634	0.0427759	0.00306728	1.190765
7848	-1166.864	-1292.919	126.0548	0.0143645	0.00141732	0.00118155	0.0118412	0.00114942	0.000413228	0.00721587	0.011206	0.0120683	0.0315446	0.000173093	0.000344688	0.00333408	0.0161218	0.0157577	0.00119054	0.000156674	0.0143768	0.00681541	0.00202209	0.0002662	0.00730688	0.0115109	0.0109572	0.0101802	0.00381757	6.43342e-05	0.0216614	0.00862025	0.00692685	0.0174237	0.00289572	0.00364691	0.00511365	0.00105975	0.0380871	0.00826298	0.00318636	0.0213523	0.00275307	0.004375	0.0509004	0.0414192	0.0588185	0.0213616	0.00910073	0.168699	0.0132654	0.0471735	0.0478703	0.00681717	0.0490459	0.00234389	0.120716	0.0376598	0.00857033	0.0270192	0.0597394	0.0135946	0.0271683	0.00131314	0.00472242	0.0140143	0.0329216	0.0724556	0.0559581	0.00284901	0.062121	0.220595	0.0137369	0.00886316	0.0102235	0.00339885	0.0337587	0.00563588	0.040333	0.00457127	0.651602	1.19851	0.218408	0.476167	0.793354	1.26047	2.1001	4.5786	1.100072	0.3097707	0.0082511	0.000814122	0.000678695	0.00680168	0.000660235	0.000237362	0.00414487	0.00643684	0.00693215	0.0181195	9.94264e-05	0.000197992	0.00191513	0.00926052	0.00905138	0.00068386	8.99952e-05	0.0082582	0.00391484	0.00116151	0.000152908	0.00419714	0.00661198	0.00629392	0.00584763	0.00219285	3.69542e-05	0.0124425	0.00495155	0.00397885	0.0100083	0.00166333	0.00209482	0.00293733	0.000608732	0.0218776	0.00474633	0.00183027	0.012265	0.00158139	0.00251304	0.0292377	0.0237916	0.0337859	0.0122703	0.00522755	0.0969025	0.00761979	0.0270969	0.0274971	0.00391585	0.0281725	0.00134635	0.0693404	0.0216321	0.00492288	0.0155201	0.0343149	0.00780888	0.0156058	0.000754282	0.0027126	0.00804993	0.0189105	0.0416192	0.0321429	0.0016365	0.0356829	0.126712	0.00789058	0.00509108	0.00587247	0.00195233	0.0193913	0.0032373	0.0231677	0.00262578	1.740918
7884	-1168.991	-1294.956	125.9646	0.0247431	0.00174298	0.00420928	0.00992697	0.00594585	0.00312607	0.00651866	0.00131636	0.00353443	0.031748	0.000287805	7.1276e-05	0.000881175	0.00838874	0.0115518	0.00263392	0.000556073	0.0111316	0.0184476	0.000562428	0.00253402	0.0160892	0.00985443	0.00240216	0.000609352	0.00165644	0.0144655	0.0179852	0.00204178	0.00564228	0.00656611	0.00896222	0.00126782	0.00440497	0.00195918	0.0468365	0.00410904	0.00614745	0.020143	0.0019131	0.00895345	0.0706725	0.024007	0.0521406	0.0306661	0.0174412	0.165578	0.0141376	0.00807627	0.0293657	0.0163188	0.0509163	0.00075895	0.0551157	0.0117489	0.00219493	0.0140911	0.0494919	0.0328715	0.00156772	0.00432693	0.00737879	0.0242539	0.0555668	0.0817538	0.0742029	0.00816415	0.0781756	0.295507	0.0125769	0.00935508	0.00794009	0.00776312	0.0818721	0.00539427	0.0500955	0.00879897	0.811527	1.10739	0.29023	0.546989	0.828427	1.20711	1.82819	3.44554	0.8944942	0.4175431	0.0138063	0.000972562	0.00234872	0.00553913	0.00331771	0.00174431	0.00363733	0.000734511	0.00197217	0.017715	0.000160592	3.97711e-05	0.000491685	0.00468081	0.00644575	0.0014697	0.000310282	0.00621131	0.0102936	0.000313828	0.00141395	0.00897759	0.00549865	0.00134038	0.000340011	0.000924272	0.00807157	0.0100355	0.00113929	0.00314832	0.00366381	0.00500081	0.000707426	0.00245792	0.0010932	0.0261342	0.00229279	0.0034302	0.0112396	0.00106748	0.00499591	0.0394344	0.0133956	0.0290938	0.0171113	0.00973198	0.0923906	0.00788858	0.00450646	0.0163857	0.00910571	0.0284107	0.000423485	0.0307539	0.00655573	0.00122474	0.00786267	0.0276159	0.0183419	0.000874769	0.00241437	0.00411727	0.0135334	0.0310056	0.0456176	0.0414043	0.00455549	0.043621	0.164889	0.00701777	0.00522002	0.00443047	0.00433173	0.0456836	0.00300994	0.0279527	0.00490972	1.792154
7920	-1175.415	-1300.906	125.491	0.011833	0.0176582	0.00725829	0.00483449	0.00753632	0.00988457	0.00194873	0.0250052	0.000636419	0.0214172	0.000939062	4.29503e-05	0.00175685	0.00822603	0.0104671	0.00168031	0.00194754	0.00959449	0.00722301	0.00169769	0.0170945	0.0073927	0.0153622	0.019095	0.00278422	0.013604	0.0169478	0.0353552	0.00871154	0.00429697	0.0288013	0.00559792	4.27155e-05	0.00936031	0.00186538	0.0686607	0.0165044	0.0113728	0.0235729	0.000334234	0.0142277	0.0655929	0.017505	0.0813777	0.0426505	0.012851	0.120954	0.00226703	0.027976	0.062781	0.0116876	0.0350564	0.00695399	0.063572	0.0168127	0.00256906	0.053053	0.026591	0.0143	0.00504501	0.0238816	0.00697987	0.0231857	0.0325308	0.113977	0.146044	0.00705668	0.0711149	0.187275	0.0490848	0.00081205	0.0117966	0.00784512	0.107944	0.0117794	0.119037	0.00341808	0.897785	1.05824	0.310521	0.565317	0.836989	1.19476	1.76892	3.22039	0.8456309	0.4833777	0.00572768	0.00854733	0.00351333	0.0023401	0.0036479	0.00478456	0.000943268	0.0121036	0.000308054	0.0103669	0.000454547	2.07898e-05	0.000850392	0.00398176	0.00506651	0.000813344	0.000942694	0.00464415	0.00349625	0.000821756	0.00827449	0.00357839	0.00743599	0.00924282	0.00134768	0.00658492	0.00820349	0.0171134	0.00421676	0.00207992	0.0139411	0.00270964	2.06761e-05	0.0045308	0.000902926	0.0332348	0.00798884	0.00550493	0.0114103	0.000161784	0.00688681	0.0317498	0.00847319	0.0393903	0.0206447	0.00622044	0.0585468	0.00109734	0.0135416	0.0303887	0.00565729	0.0169688	0.00336603	0.0307716	0.00813806	0.00124354	0.02568	0.0128712	0.00692184	0.002442	0.0115597	0.00337856	0.0112229	0.0157463	0.0551697	0.0706916	0.00341574	0.0344227	0.0906492	0.0237592	0.000393068	0.00571008	0.00379738	0.0522498	0.00570174	0.0576193	0.0016545	2.06593
7956	-1174.288	-1300.475	126.1871	0.0254121	0.0305156	0.00931462	0.00747648	0.000277095	0.00699627	0.00330906	0.0182783	0.00190543	0.0244846	0.00307541	0.0107194	5.79119e-05	0.022055	0.0190372	0.0011827	0.00277005	0.00638324	0.0184558	0.00396996	0.00223617	0.0119735	0.000142013	0.0115895	0.00645107	0.000605304	0.0179261	0.0348627	0.00687559	0.00352771	0.0157279	0.00291845	0.00828421	0.0144336	0.00790551	0.0257784	0.00895537	0.0122997	0.0040029	0.000552014	0.00194679	0.00132368	0.0383288	0.0127022	0.0410723	0.0398494	0.0020374	0.115043	0.0602712	0.0323182	0.165267	0.00984606	0.0119934	0.00726397	0.00380282	0.0142537	0.0227956	0.00414232	0.0157053	0.00321845	0.00832574	0.00162876	0.00735347	0.0142948	0.0335955	0.0236958	0.0837385	0.0218927	0.00666945	0.00374265	0.0239719	0.0219765	0.0192094	0.0563769	0.204978	0.049736	0.0755893	0.639864	1.20519	0.224262	0.48235	0.796553	1.25541	2.07318	4.45907	1.080944	0.3025024	0.0151924	0.0182435	0.00556868	0.00446976	0.000165659	0.00418267	0.0019783	0.0109276	0.00113914	0.0146379	0.00183861	0.00640853	3.46222e-05	0.0131854	0.0113813	0.000707071	0.00165605	0.00381618	0.0110336	0.00237341	0.00133688	0.00715829	8.49012e-05	0.00692872	0.00385673	0.000361877	0.010717	0.0208424	0.00411052	0.00210901	0.00940282	0.00174477	0.00495265	0.00862903	0.00472625	0.0154115	0.0053539	0.00735327	0.00239311	0.000330017	0.00116387	0.000791353	0.0229146	0.00759391	0.0245548	0.0238237	0.00121804	0.0687774	0.0360327	0.0193212	0.0988037	0.0058864	0.0071702	0.00434271	0.00227349	0.00852144	0.0136282	0.00247645	0.00938932	0.00192413	0.00497748	0.000973741	0.00439622	0.00854602	0.0200848	0.0141663	0.0500624	0.0130884	0.00398728	0.00223751	0.0143314	0.0131385	0.0114842	0.0337046	0.122545	0.0297343	0.0451905	1.672681
7992	-1164.321	-1290.743	126.4214	0.0114014	0.00603979	0.00469084	0.0033832	0.000443539	0.00116268	0.00194061	0.00587874	0.00185209	0.00977121	7.3968e-05	0.00397525	0.000366709	0.0118192	0.011392	0.000718143	0.00221903	0.00252354	0.00229802	0.000391872	0.00990407	0.006	0.00287191	0.00451735	0.0121579	0.000566836	0.00514439	0.0150008	0.00688097	0.00202202	0.00907267	0.00384948	0.00314913	0.006106	0.000753447	0.0295153	0.00442346	0.00702567	0.0127138	0.00586068	0.000960678	0.00600026	0.0348197	0.00392542	0.0113645	0.030417	0.00308677	0.077557	0.0270188	0.0781763	0.138439	0.0141446	0.0051844	0.00561546	0.000240599	0.000997746	0.0112102	0.00244058	0.0170124	0.00282276	0.0347606	0.00299077	0.00628136	0.00192103	0.0271038	0.0166563	0.050461	0.00142011	0.0058917	0.00276378	0.0224864	0.043005	0.019676	0.0401768	0.107295	0.0403276	0.026848	0.814333	1.10579	0.171959	0.423755	0.765009	1.30717	2.35985	5.81533	1.272961	0.4195932	0.00990236	0.00524571	0.00407411	0.00293839	0.000385224	0.00100982	0.00168547	0.00510583	0.00160858	0.00848654	6.42431e-05	0.0034526	0.000318496	0.0102652	0.00989425	0.000623725	0.00192728	0.00219175	0.00199589	0.00034035	0.00860193	0.00521114	0.00249433	0.00392343	0.0105594	0.000492311	0.00446803	0.0130286	0.0059763	0.00175617	0.00787984	0.00334337	0.0027351	0.00530322	0.000654387	0.0256348	0.00384188	0.00610197	0.0110423	0.00509015	0.000834373	0.00521137	0.0302417	0.00340933	0.00987036	0.0264179	0.00268093	0.0673602	0.0234665	0.0678981	0.120238	0.0122849	0.00450278	0.00487716	0.000208967	0.000866567	0.00973632	0.0021197	0.0147757	0.00245164	0.0301904	0.00259755	0.00545552	0.00166846	0.0235403	0.0144664	0.0438267	0.0012334	0.00511709	0.00240041	0.01953	0.0373509	0.0170891	0.0348945	0.0931885	0.0350255	0.0233181	1.151378
8028	-1166.626	-1292.904	126.2787	0.0167876	0.0108118	0.00281405	0.00468353	0.00919718	0.000884367	0.00251399	0.00269926	0.00105479	0.0232501	0.00015562	0.000769604	0.000931517	0.0190224	0.00463724	0.00272576	0.00138246	0.00321897	0.00790484	0.00213338	0.00139329	0.0058136	0.0119477	0.00914955	0.00105667	0.0025406	0.018158	0.0255091	0.00441968	0.00134997	0.0142111	0.00168841	0.00320076	0.00481299	0.00217612	0.0449318	0.00303199	0.00816792	0.00601461	0.00453035	0.00035234	0.0058277	0.005417	0.00142625	0.00425922	0.0383207	0.00739322	0.0576791	0.0445878	0.0743009	0.179266	0.0148857	0.00379721	0.00171061	0.00217989	0.0190512	0.0320358	0.0101562	0.023861	0.00165497	0.0289708	0.00021202	0.00326261	0.00171348	0.0375162	0.0081918	0.046014	0.00129207	0.0030872	0.0146008	0.0312893	0.0705739	0.0157786	0.0526532	0.131399	0.0328911	0.0425472	0.729736	1.15399	0.16469	0.414922	0.759998	1.31579	2.41009	6.07201	1.304192	0.3602985	0.0125109	0.00805747	0.00209716	0.00349039	0.00685416	0.000659071	0.00187354	0.00201161	0.000786077	0.0173271	0.000115975	0.000573544	0.000694209	0.0141764	0.00345588	0.00203136	0.00103027	0.00239892	0.00589105	0.00158989	0.00103834	0.00433256	0.00890397	0.00681866	0.00078748	0.00189337	0.0135322	0.0190106	0.00329375	0.00100606	0.0105907	0.00125828	0.00238535	0.00358686	0.00162174	0.0334852	0.00225958	0.00608711	0.00448237	0.00337622	0.00026258	0.00434307	0.004037	0.00106291	0.00317417	0.0285583	0.00550977	0.0429851	0.0332288	0.0553725	0.133597	0.0110935	0.00282986	0.00127483	0.00162455	0.0141978	0.0238746	0.00756885	0.0177823	0.00123336	0.0215904	0.000158007	0.00243145	0.00127696	0.0279588	0.00610491	0.0342918	0.000962912	0.00230072	0.0108812	0.0233182	0.0525949	0.0117589	0.0392396	0.0979247	0.024512	0.0317082	1.341839
8064	-1167.621	-1293.382	125.7619	0.0173022	0.0131152	0.00942653	0.00293001	0.0113046	0.000844915	0.00229993	0.0176355	0.000669283	0.0179386	0.000437562	0.00422041	0.00484455	0.00144057	0.0205635	0.0113022	0.00325981	0.00129335	0.00960564	0.00889117	0.00387002	0.000162392	0.0156397	0.00819156	0.0200354	0.00866572	0.0110124	0.035824	0.00295759	0.000193982	0.0241799	0.00518736	0.00519152	0.0160576	0.00920838	0.0297362	0.000982876	0.00537422	0.0226104	0.0101493	0.00135966	0.0267137	0.0231087	0.00893392	0.0318805	0.067002	0.00574249	0.0827204	0.0186207	0.0526119	0.24213	0.0576441	0.000471666	0.000874402	0.000523108	0.00554618	0.0289856	0.0374139	0.0539821	0.00723497	0.028327	0.000653725	0.00148141	0.00465564	0.0876463	0.018921	0.0712009	5.48834e-05	0.0174308	0.0212022	0.0235575	0.0191635	0.00915092	0.0864716	0.157654	0.0312328	0.055175	0.856457	1.08179	0.233845	0.492294	0.801641	1.24744	2.03131	4.27633	1.050689	0.4510889	0.00970922	0.00735968	0.00528976	0.00164419	0.00634364	0.000474129	0.00129062	0.00989628	0.000375572	0.0100663	0.00024554	0.00236831	0.00271855	0.000808385	0.0115393	0.00634228	0.00182926	0.000725772	0.00539026	0.00498933	0.00217169	9.11273e-05	0.00877629	0.00459675	0.011243	0.00486282	0.00617969	0.0201028	0.00165967	0.000108854	0.0135687	0.00291092	0.00291326	0.00901081	0.00516734	0.0166866	0.000551547	0.00301578	0.012688	0.00569537	0.00076298	0.0149905	0.0129676	0.00501333	0.0178899	0.0375986	0.00322243	0.0464191	0.0104491	0.0295235	0.135873	0.0323474	0.000264678	0.000490676	0.000293546	0.00311227	0.0162655	0.0209951	0.0302924	0.00405995	0.0158959	0.000366842	0.000831304	0.00261254	0.0491833	0.0106177	0.0399548	3.07982e-05	0.00978139	0.0118977	0.0132194	0.0107537	0.0051351	0.0485241	0.0884683	0.0175265	0.0309618	1.782035
8100	-1173.326	-1299.565	126.2388	0.0174802	0.00180888	0.019636	0.00621728	0.000429213	0.00206932	0.0025368	0.00745198	0.00424748	0.0275596	0.00391617	0.0020647	0.000968548	0.0114277	0.0135141	0.00549202	0.00906198	0.00248988	0.00739829	0.000568268	0.00849126	0.0071333	0.0040249	0.00939834	0.00857406	0.0233929	0.000527093	0.0189501	0.00643645	0.00699132	0.0223471	0.0130417	0.012613	0.00124907	0.000292568	0.0304199	5.39948e-05	0.00170199	0.00705609	0.0099707	0.0030496	0.00167784	0.00997321	0.0217371	0.026436	0.0449575	0.00641729	0.0441615	0.0316271	0.0948258	0.138369	0.0258058	0.00285813	0.000722788	0.00231327	0.00587726	0.0262106	0.0111549	0.0332018	0.00396062	0.0186271	0.00198043	0.00163942	0.00842733	0.0457728	0.00638941	0.0632634	0.00580983	0.0121844	0.00556735	0.0470254	0.0297864	0.00138584	0.0665853	0.141191	0.0534331	0.063564	0.867427	1.07554	0.24373	0.502336	0.806707	1.23961	1.9907	4.1029	1.020752	0.4595217	0.0120805	0.00125011	0.0135704	0.00429675	0.000296628	0.0014301	0.00175318	0.00515004	0.00293542	0.0190463	0.00270645	0.00142691	0.000669361	0.00789763	0.00933957	0.00379552	0.00626271	0.00172075	0.00511294	0.000392728	0.00586829	0.0049298	0.0027816	0.00649517	0.00592551	0.0161667	0.000364273	0.0130963	0.00444822	0.00483169	0.015444	0.00901308	0.00871682	0.000863228	0.000202193	0.0210231	3.73157e-05	0.00117624	0.00487645	0.00689073	0.00210757	0.00115955	0.00689246	0.0150224	0.0182699	0.03107	0.00443498	0.0305199	0.0218574	0.0655339	0.0956266	0.0178343	0.00197525	0.000499517	0.00159869	0.00406176	0.0181141	0.00770915	0.0229457	0.00273717	0.0128731	0.00136867	0.001133	0.00582411	0.0316335	0.00441571	0.0437212	0.00401516	0.00842061	0.00384758	0.0324991	0.0205853	0.000957749	0.046017	0.0975767	0.0369275	0.0439289	1.446974
8136	-1175.55	-1302.075	126.5245	0.00299464	0.00326232	0.00363306	0.00103964	0.00237027	0.000630308	0.003967	0.00349007	0.00260179	0.00661638	0.000248736	0.00205379	0.000377058	0.00278647	0.00414046	0.000288103	0.00077813	0.00189647	0.00475308	0.000177014	0.00435664	0.0059309	0.0123514	0.00240771	0.000775593	0.00841945	0.00013954	0.0212013	0.00387111	0.00145487	0.011394	0.000855421	0.00320322	0.00105819	0.00059155	0.0102534	0.00191098	0.00145959	0.00239358	0.00284379	0.000284733	0.00230555	0.00732475	0.00410891	0.0046548	0.0111184	0.000132059	0.0308584	0.0124278	0.0540348	0.0849241	0.0145145	0.0036411	0.00224424	0.00109713	0.00331222	0.0130197	0.00284833	0.0324947	0.00254728	0.000690541	0.00309048	0.0016972	0.000192984	0.0221743	0.00183881	0.0349398	0.00409673	0.00152768	0.00987742	0.00693474	0.00920876	0.00302335	0.0207622	0.0563011	0.0263946	0.0422706	0.826861	1.09865	0.114023	0.34681	0.71865	1.3915	2.88342	8.77019	1.570041	0.4288159	0.00441757	0.00481244	0.00535934	0.00153364	0.00349652	0.000929806	0.00585197	0.00514842	0.00383806	0.00976023	0.000366926	0.00302968	0.000556222	0.00411049	0.00610785	0.000424998	0.00114787	0.0027976	0.00701156	0.000261124	0.00642674	0.00874903	0.0182204	0.00355176	0.00114412	0.0124201	0.000205844	0.0312754	0.00571051	0.00214616	0.016808	0.00126188	0.00472527	0.001561	0.000872631	0.0151255	0.002819	0.00215314	0.00353092	0.00419504	0.000420027	0.00340107	0.0108052	0.0060613	0.00686658	0.0164014	0.000194808	0.0455211	0.018333	0.0797101	0.125277	0.0214112	0.0053712	0.00331061	0.00161844	0.00488605	0.0192062	0.00420175	0.047935	0.00375765	0.00101866	0.00455895	0.00250365	0.000284682	0.0327107	0.00271254	0.0515418	0.00604333	0.00225357	0.0145708	0.0102299	0.0135844	0.00445993	0.0306276	0.0830532	0.0389362	0.0623559	0.677892
